4.15729158425826e+30, 14.075811708619474
7.185697002141711e+30, 8.33672215479824
3.143686004392322e+30, 9.345787071807456
8.956233896853485e+29, 8.538402538317966
1.2476139228893536e+30, 6.546004821682086
1.496820154621781e+30, 5.975774132698458
2.1531609464792146e+30, 5.929424816955576
6.413639249098857e+30, 4.755545707706461
8.262794919993316e+29, 4.833690911729499
6.893872088440034e+29, 4.029439545145247
4.063093493414223e+29, 3.8805766650141695
1.2709955951477072e+30, 3.7055691656323044
1.7688736884411652e+30, 3.676894755683984
2.0526452486343918e+30, 3.6212284935430272
3.482165118746048e+30, 3.935262452932054
2.9032082493469177e+30, 3.9958286335297495
3.002564932812566e+30, 3.3815139634575555
3.661544148766524e+30, 3.2800789135167263
6.975969998929793e+30, 3.205131737574109
3.605455829715422e+30, 2.4215434006038747
3.105575546883415e+30, 2.7972470039449226
2.1587370994261204e+30, 2.8840123969849505
2.194110849087886e+30, 3.11130205404371
1.9562359722622278e+30, 2.4040482766699265
1.6301419243248864e+30, 2.81954757003168
1.4045506261707876e+30, 2.996222719803497
1.2725883417208075e+30, 2.6139035050420105
1.0607145610213515e+30, 2.8633319411773224
8.843083208239342e+29, 2.9518524791745517
1.8726042709344462e+29, 2.16458304775195
2.322778259269833e+29, 1.8316193772497675
1.8152783498581403e+29, 1.253572273858174
2.1429364866976595e+29, 1.0369014458884904
3.1315702053053057e+29, 1.2723573852707484
3.8828135657172966e+29, 1.206406261558822
7.032446228182411e+29, 1.5727988260470367
5.2336701485216844e+29, 0.8904851131493515
3.81366752966814e+29, 1.803545871117927
3.8748933445171934e+29, 2.1311353762514047
4.726224929185915e+29, 1.9602878566139361
4.645599260916183e+29, 2.369715864903796
5.667955595633391e+29, 2.005216150591769
6.685742108080844e+29, 2.0668139247295034
7.756823866562881e+29, 2.1465470119669487
6.46556294725571e+29, 2.3336066404418103
8.561408337197186e+29, 2.4419122123511623
7.019056754091724e+29, 2.674952872263964
